id,text,label
5.3106.N,Por que o preso parou de respirar até que o soltassem? Porque ele inspira com dificuldade.,Não trocadilho
5.346.H,Qual a doença que só gatos conseguem ler o diagnóstico? Leu se mia,Trocadilho
5.346.N,Qual a doença que só gatos conseguem ler o diagnóstico? Nenhuma,Não trocadilho
5.2598.H,Qual cantor que era estéril? Gozaguinha.,Trocadilho
5.2598.N,Qual cantor que era estéril? Justin Bieber.,Não trocadilho
5.897.H,O que um japonês foi fazer na feira? Comprar mangá.,Trocadilho
5.897.N,O que um japonês foi fazer na feira? Comprar frutas.,Não trocadilho
5.990.H,Qual profissional é incumbido de tirar as medidas de estudantes mortos? Medi Colegista.,Trocadilho
5.990.N,Qual profissional é incumbido de tirar as medidas de mortos? Medi Colegista.,Não trocadilho
5.2653.H,Qual cantora vive causando por aí? BaFafá de Belém.,Trocadilho
5.2653.N,Qual cantora vive causando por aí? Fafá de Belém.,Não trocadilho
5.2689.H,Renata voltou do médico com o braço furado. Qual é o acontecimento histórico? Rê volta da Vacina.,Trocadilho
5.2689.N,Renata voltou do médico com o braço furado . Qual é o acontecimento histórico? Guerra de canudos.,Não trocadilho
5.211.H,Qual é o urso que muda de opinião toda hora? Urso Bipolar.,Trocadilho
5.211.N,Qual é o urso que muda de opinião toda hora? Urso Pandas.,Não trocadilho
5.2915.H, Qual é a festa favorita dos árbitros? Festa Juiznina,Trocadilho
5.2915.N,Qual é a festa favorita dos árbitros? Festa Junina,Não trocadilho
5.1193.H,Qual a sandália usada no exército? Melíssia.,Trocadilho
5.1193.N,Qual a sandália usada no exército? Sandália crocs.,Não trocadilho
5.823.H,Qual a banda que não deve nada pra ninguém? Jaquitou 5.,Trocadilho
5.823.N,Qual a banda que não deve nada pra ninguém? Skank.,Não trocadilho
5.137.H,"Se o Kid Bengala fosse um personagem da Caverna do Dragão, quem o ajudaria a voltar para casa? Mestre dos Bagos.",Trocadilho
5.137.N,"Se o Kid Bengala fosse um personagem da Caverna do Dragão, quem o ajudaria a voltar para casa? Mestre dos Magos.",Não trocadilho
5.117.H,Qual peixe viveu uma aventura digna dos contos de fadas? Aliche no país das Maravilhas.,Trocadilho
5.117.N,Qual menina viveu uma aventura digna dos contos de fadas? Alice no país das Maravilhas.,Não trocadilho
5.104.H,Qual lugar do mundo incentiva a caminhada? Cordilheira dos Andes.,Trocadilho
5.104.N,Qual lugar do mundo incentiva a caminhada? Himalaia.,Não trocadilho
5.981.H,Qual é o brinquedo que o pai proibiu o filho de usar? Carrinho de rola irmã.,Trocadilho
5.981.N,Qual é o brinquedo que o pai proibiu o filho de usar? Carrinho de fricção.,Não trocadilho
5.1736.H,O que o ciclista disse logo após terminar o namoro em cima da linha de largada? Tô na pista! ,Trocadilho
5.1736.N,Qual é a cantora favorita do Tony Hawk? Lady Gaga.,Não trocadilho
5.2128.H,Qual música da Sandy e Jr. tem modulação harmônica? Vamo pro Lá ,Trocadilho
5.2128.N,"Qual música da Sandy e Jr. tem modulação harmônica? Abra a porta, Mariquinha",Não trocadilho
5.1696.H,Por que uma piada muito específica pode te levar pra UTI? Porque a piada interna,Trocadilho
5.1696.N,Porque o jogador de futebol resolveu treinar na piscina? Para melhorar os passes de bola.,Não trocadilho
5.1314.H,Por que a manicure foi demitida? Porque ela estava pouco se lixando.,Trocadilho
5.1314.N,Por que a manicure foi demitida? Porque ela estava chengando atrasada.,Não trocadilho
5.4065.H,Por que acharam melhor não colocar o Silvio Santos pra apresentar toda a programação do SBT? Porque seria impor Silvio.,Trocadilho
5.4065.N,Por que acharam melhor não colocar o Silvio Santos pra apresentar toda a programação do SBT? Porque seria chato.,Não trocadilho
5.3375.H,Qual a margarina de quem curte uma suruba? Dória na.,Trocadilho
5.3375.N,Qual a margarina de quem curte uma suruba? Qualy.,Não trocadilho
5.2166.H,Qual cantor era lobisomem? O uiWando ,Trocadilho
5.2166.N,Qual cantor era lobisomem? O Wando,Não trocadilho
5.3752.H,Jogador do Rio que também é funileiro? Martelinho Carioca,Trocadilho
5.3752.N,Jogador do Rio que também é funileiro? Ronaldinho,Não trocadilho
5.1961.H,Que cantor é conhecido por seus dedos pequenos? Mindinho Ouro Preto ,Trocadilho
5.1961.N,Qual o romano mais malhado que existe? Adriano.,Não trocadilho
5.2300.H,Por que as pessoas estavam testando comidas dentro do ônibus? Porque era um teste do Busfeed.,Trocadilho
5.2300.N,Por que as pessoas estavam testando comidas dentro do ônibus? Porque era um teste do Fantástico.,Não trocadilho
5.879.H,"Qual a atriz que iria apostar, mas desistiu? Bet Faria.",Trocadilho
5.879.N,"Qual a atriz que iria apostar, mas desistiu? Fernanda Torres.",Não trocadilho
5.1678.H,O que acontece com o homem do interior que cai e bate a cabeça? Cai e pira.,Trocadilho
5.1678.N,Quem foi a primeira pessoa que comprou um apartamento na planta? O Roberto.,Não trocadilho
5.2276.H,Qual é o chá que abre portas na nossa vida? O chá veiro.,Trocadilho
5.2276.N,Qual é o chá que abre portas na nossa vida? De hibisco.,Não trocadilho
5.1415.H,Qual é o carro do mosquito da dengue? Aedes Ae Jipe.,Trocadilho
5.1415.N,Qual é o nome do mosquito da dengue? Aedes aegypti.,Não trocadilho
5.907.H,"Qual Cavaleiro do Zodíaco calou a boca de um Street Fighter? O ""Shhh, Ryu"".",Trocadilho
5.907.N,"Qual Cavaleiro do Zodíaco calou a boca de um Street Fighter? O "" Shaka "".",Não trocadilho
5.1337.H,Qual autor o Harry Potter lê quando está doente? O Saramago.,Trocadilho
5.1337.N,Qual autor o Harry Potter lê quando está doente? O Alvo Dumbledore.,Não trocadilho
5.3760.H,Por que o povo brasileiro não acha necessário dubladores de super heróis? Porque pro povo herói dublado é redundante ,Trocadilho
5.3760.N,Por que o povo brasileiro não acha necessário dubladores de super heróis? Porque pro povo é redundante,Não trocadilho
5.4100.H,Qual a raça de cachorro que se manda calar a boca? Shiu au au.,Trocadilho
5.4100.N,Qual a raça de cachorro que se manda calar a boca? Pinscher.,Não trocadilho
5.3232.H,Qual o nome do dente vaidoso? NarSiso.,Trocadilho
5.3232.N,Qual o nome do dente que cresce depois? Siso.,Não trocadilho
5.444.H,Por que a pessoa que vive rindo de si mesmo nunca é Barrada em lugar algum? Porque ela é Auto-risada.,Trocadilho
5.444.N,Por que a pessoa que vive rindo de si mesmo nunca é Barrada em lugar algum? Porque ela é carismática.,Não trocadilho
5.2694.H,Por que durante muito tempo a frase se contentava com poucas palavras? Porque aquele foi um período simples.,Trocadilho
5.2694.N,Por que durante muito tempo a namorada se contentava com poucas palavras? Porque aquele foi um período simples.,Não trocadilho
5.487.H,Qual vírus que mais acomete os computadores portáteis durante as enchentes? Laptopspirose.,Trocadilho
5.487.N,Qual vírus que mais acomete os computadores portáteis durante as enchentes? Cavalo de Tróia.,Não trocadilho
5.2508.H,Qual é o planeta que ama a todos? Amarte.,Trocadilho
5.2508.N,Qual é o planeta que ama a todos? A terra.,Não trocadilho
5.3377.H,Qual deputado curte garotos novos? Kim cata guri.,Trocadilho
5.3377.N,Qual deputado curte garotos novos? Nicolas Ferreira.,Não trocadilho
5.1393.H,Qual é a banda de pagode mais famosa no mundo dos animes? Sorriso Naruto.,Trocadilho
5.1393.N,Qual é a banda de pagode mais famosa no mundo dos animes? ASIAN KUNG-FU GENERATION .,Não trocadilho
5.2046.H,Por que o vegano não compra nas Casas Bahia? Porque não gasta dinheiro em carnês ,Trocadilho
5.2046.N,Por que o responsável não compra nas Casas Bahia? Porque não gasta dinheiro em carnês,Não trocadilho
5.2501.H,Sabe por que a Gisele Bündchen só anda com roupa amassada? Porque ela cansou de passar elas.,Trocadilho
5.2501.N,Sabe por que a Gisele Bündchen só anda com roupa amassada? Porque ela cansou de passar roupa.,Não trocadilho
5.679.H,Qual é a atriz mais fria da Globo? Regina Duártico.,Trocadilho
5.679.N,Qual é a atriz mais fria da Globo? Nenhuma.,Não trocadilho
5.2255.H,Qual é o doce preferido do advogado gaúcho? Doce de LeiTche ,Trocadilho
5.2255.N,Qual é o doce preferido do advogado gaúcho? Doce de leite,Não trocadilho
5.2443.H,Qual o tipo de conexão que não funciona no elevador? Internet de escada.,Trocadilho
5.2443.N,Qual o tipo de conexão que não funciona no elevador? Internet Móvel.,Não trocadilho
5.1454.H,Qual o gênero de filmes que os personagens ficam se roçando? Fricção Científica. ,Trocadilho
5.1454.N,Qual o gênero de filmes que os personagens ficam se roçando? Ficção Científica.,Não trocadilho
5.2577.H,Como um dançarino faz círculos no chão? Com passos.,Trocadilho
5.2577.N,Como um dançarino faz círculos no chão? Movimentando-se.,Não trocadilho
5.3925.H,Qual animal nunca vai nos encontros? Antissocialce.,Trocadilho
5.3925.N,Qual animal nunca vai nos encontros? Rato.,Não trocadilho
5.2010.H,Qual é a padroeira de quem vive dando voltas? Nossa Senhora de GuadaLoop ,Trocadilho
5.2010.N,Qual é a padroeira de quem vive dando voltas? Nossa Senhora Aparecida,Não trocadilho
5.2943.H,"Qual é a posição sexual que o Esqueleto, do He-Man, mais gosta? Frango ossado.",Trocadilho
5.2943.N,"Qual é a posição sexual que o Esqueleto, do He-Man, mais gosta? Frango assado.",Não trocadilho
5.3763.H,Qual é a profissão mais feia que existe? Ourrives ,Trocadilho
5.3763.N,Qual é a profissão mais feia que existe? Deputado,Não trocadilho
5.3391.H,Qual cantora famosa nasceu em La Paz? Bolívia Newton-John.,Trocadilho
5.3391.N,Qual cantora famosa nasceu em La Paz? Shakira.,Não trocadilho
5.383.H,Qual hortaliça não enxerga nada? Acelga.,Trocadilho
5.383.N,Qual hortaliça não tem gosto de nada? Acelga.,Não trocadilho
5.1587.H,Qual é a profissão do homem aranha? Desenvolvedor Web.,Trocadilho
5.1587.N,Qual é a profissão do homem aranha? Herói.,Não trocadilho
5.2741.H,Tipo de filme preferido dos chefes de cozinha Filme Fornô,Trocadilho
5.2741.N,Tipo de filme utilizado dos chefes de cozinha Filme Fornô,Não trocadilho
5.3194.H,Por que atores prendem a respiracao antes de subir ao palco? Pra não inalar ar cênico.,Trocadilho
5.3194.N,Por que atores prendem a respiracao antes de subir ao palco? Pra não inalar nada.,Não trocadilho
5.1856.H,O que o jogador de futebol chique come quando vai pescar? Isca gol.,Trocadilho
5.1856.N,"Sabe qual a fruta que fica putaça, reclama e vai embora? Abacaxi.",Não trocadilho
5.1971.H,Porque a fada madrinha estava com um isqueiro na mão indo em direção a uma vela no candelabro? Pra acenderela ,Trocadilho
5.1971.N,Qual padre que toda vez eu vejo tenho ejaculação precoce? Marcelo Rossi.,Não trocadilho
5.2956.H,Qual é o seriado mexicano sobre um chinês tomando chá? Chá po Lin. ,Trocadilho
5.2956.N,Qual é o seriado mexicano sobre um chinês tomando chá? Chaves.,Não trocadilho
5.2022.H,Que vilão famoso também é médico? O Capitão Garrancho ,Trocadilho
5.2022.N,Que vilão famoso também é médico? O Mike Myers,Não trocadilho
5.3546.H,"Qual o seriado de tv do cara que sempre quer um pouco da comida dos outros? Hum, maluco, dá um pedaço!",Trocadilho
5.3546.N,Qual o seriado de tv do cara que sempre quer um pouco da comida dos outros? Kennan e Kel!,Não trocadilho
5.119.H,Qual é o jedi mais forte que existe? O Muque Skywalker.,Trocadilho
5.119.N,Qual é o jedi mais forte que existe? O Luke Skywalker.,Não trocadilho
5.2712.H,Por que o mineiro não tropeça mais nos fios em casa? Porque é tudo uaireless.,Trocadilho
5.2712.N,Por que o mineiro não tropeça mais nos fios em casa? Porque é tudo wi-fi.,Não trocadilho
5.2329.H,O que o videogame triste espera que a gente faça? Que o console.,Trocadilho
5.2329.N,O que o videogame espera que a gente faça? Que o console.,Não trocadilho
5.1538.H,Qual cara que tira fotos comprometedora dos ricos para dar pros pobres? Robin Nudes.,Trocadilho
5.1538.N,Qual cara que tira fotos comprometedora dos ricos para dar pros pobres? O paparazzi profissional.,Não trocadilho
5.423.H,Qual deus grego não tem talento pra ser deus? Posemdom,Trocadilho
5.423.N,Qual deus grego não tem talento pra ser deus? Hércules,Não trocadilho
5.868.H,Por que o oftamologista anão foi pra Disney? Pra comprar minnie eye-pads.,Trocadilho
5.868.N,Por que o oftamologista foi pra Disney? Pra comprar minnie eye-pads.,Não trocadilho
5.2908.H,Qual churrascaria serve quase nada de comida no seu rodízio? Churrascaria Poucão ,Trocadilho
5.2908.N,Qual churrascaria serve quase nada de comida no seu rodízio? Fogo de chão,Não trocadilho
5.186.H,"O que o tijolo falou para o outro tijolo? ""Há um ciumento entre nós"".",Trocadilho
5.186.N,"O que o tijolo falou para o outro tijolo? "" Há um grude entre nós "".",Não trocadilho
5.2530.H,Que bicho anda sempre acompanhado de mais 3? A Four Miga.,Trocadilho
5.2530.N,Que bicho anda sempre acompanhado de mais 3? A Abelha.,Não trocadilho
5.3635.H,Qual é o nome do jogo de luta que só se pode jogar tomando tequila? Tequila of Fighters.,Trocadilho
5.3635.N,Qual é o nome do jogo de luta que só se pode jogar tomando tequila? Tekken.,Não trocadilho
5.1926.H,Em que momento a gente pode desligar o computador na Disney? Só depois que encontrol o wAlt e Deus. ,Trocadilho
5.1926.N,O que o Cebolinha falou pro médico quando se acidentou numa hélice? Está doendo.,Não trocadilho
5.3670.H,Qual país que as pessoas não tem o dedo polegar? SenLegal.s,Trocadilho
5.3670.N,Qual país que as pessoas não tem o dedo polegar? Barbados,Não trocadilho
5.1404.H,Por que o Spock passou mal? Porque ele teve um star treco.,Trocadilho
5.1404.N,Por que o Spock passou mal? Porque ele teve um mal súbito.,Não trocadilho
5.3612.H,Qual é a loja que fez um muro em volta do doritos? As Lojas Americanas.,Trocadilho
5.3612.N,Qual é a loja que fez um estande em volta do doritos? As Lojas Americanas.,Não trocadilho
5.2853.H,Qual fruta não gosta de vento? A Bana não ,Trocadilho
5.2853.N,Qual fruta não gosta de vento? A jaca,Não trocadilho
5.2272.H,De qual país eu aceitei um chiclete? Mandamascar,Trocadilho
5.2272.N,De qual país eu aceitei um chiclete? Colombia,Não trocadilho
5.3387.H,Onde vivem os índios advogados? Na Tribonal.,Trocadilho
5.3387.N,Onde vivem os índios advogados? Na cidade.,Não trocadilho
5.3901.H,Qual o time de futebol que me deixa cheio? Fullmenense.,Trocadilho
5.3901.N,Qual o time de futebol que me deixa cheio? Grêmio.,Não trocadilho
5.431.H,Qual o jedi que quer quase dez? O Obi-Wan quéNove,Trocadilho
5.431.N,Qual o jedi que quer quase dez? O Mestre Yoda,Não trocadilho
5.684.H,Qual é a nota musical mais tocada na farmácia? Ré médio.,Trocadilho
5.684.N,Qual é a nota musical mais tocada na farmácia? tim tim.,Não trocadilho
5.266.H,Qual número gosta de rádio? O 20.,Trocadilho
5.266.N,Qual número gosta de rádio? 14.,Não trocadilho
5.2930.H,O que o policial disse à seleção argentina? Ninguém se Messi!!! ,Trocadilho
5.2930.N,O que o policial disse à seleção argentina? Mãos ao alto!,Não trocadilho
5.1011.H,Qual o remédio que ja avisa que vc tá precisando dele? Ó meu prazo ól.,Trocadilho
5.1011.N,Qual o remédio que ja avisa que vc tá precisando dele? Antidepressivo.,Não trocadilho
5.1653.H,Qual é o cachorro manobrista? O RotValet.,Trocadilho
5.1653.N,Qual é o cachorro manobrista? O Billy.,Não trocadilho
5.2657.H,O que pediram pro velho no dentista? A Carteira de Dente idade.,Trocadilho
5.2657.N,O que pediram pro velho no dentista? A Carteira de identidade.,Não trocadilho
5.1233.H,Por que a criança voltou da casa dos avós sem a mão? Porque era má neta.,Trocadilho
5.1233.N,Por que a criança voltou da casa dos avós sem a mão? Porque era desastrada.,Não trocadilho
5.2221.H,Qual personagem infantil tem a rosquinha mais gostosa? O Pato Donut ,Trocadilho
5.2221.N,Qual personagem infantil tem a rosquinha mais gostosa? O Mickey,Não trocadilho
5.3076.H,"O que que o Quico disse quando viu a Daenerys pelada no episódio de Game of Thrones? Khaleesi, khaleesi, khaleesi...Você me deixa louco!",Trocadilho
5.3076.N,"O que que o Quico disse quando viu a Daenerys pelada no episódio de Game of Thrones? Nossa, nossa, nossa...Você me deixa louco!",Não trocadilho
5.3651.H,Qual anime foi baseado na versao brasileira de um futebolista mediamente famoso? Drogba o zé.,Trocadilho
5.3651.N,Qual anime foi baseado na versao brasileira de um futebolista mediamente famoso? Dragon Ball Z.,Não trocadilho
5.898.H,"Um sujeito passava com uma pizza pela orla, quando viu  Dona Rita se afogando no mar. Qual era o sabor da pizza? Mar quer rita",Trocadilho
5.898.N,"Um sujeito passava com uma pizza pela orla, quando viu Dona Rita se afogando no mar . Qual era o sabor da pizza? Calabresa",Não trocadilho
5.420.H,Qual fruta nasce às margens do Rio Negro? Só-limões.,Trocadilho
5.420.N,Qual fruta nasce às margens do Rio Negro? Maçãs.,Não trocadilho
5.3511.H,Qual ex-piloto era um índio pronto pro ataque? Mim Ka Salo.,Trocadilho
5.3511.N,Qual ex-piloto era um índio pronto pro ataque? Nenhum.,Não trocadilho
5.3721.H,qual jornalista sempre levava bebidas pros colegas? Carlos Trazvontila ,Trocadilho
5.3721.N,qual jornalista sempre levava bebidas pros colegas? Carlos Lacerda,Não trocadilho
5.3785.H,Qual o jogo preferido dos estudantes que moram juntos? Riders República.,Trocadilho
5.3785.N,Qual o jogo esportivo dos estudantes que moram juntos? Riders República.,Não trocadilho
5.342.H,Qual o sambista que gosta de zoar os outros? O CarTROLA.,Trocadilho
5.342.N,Qual o sambista que gosta de zoar os outros? O Zeca Pagodinho.,Não trocadilho
5.1237.H,Qual o tio que faz pesquisa sobre o câncer? O Uncle Logista.,Trocadilho
5.1237.N,Qual o tio que faz pesquisa sobre o câncer? O Oncologista.,Não trocadilho
5.1988.H,Qual é o jornalista com mais cartaz no Brasil? Willian Banner ,Trocadilho
5.1988.N,Qual é o jornalista com mais cartaz no Brasil? Caco Barcellos,Não trocadilho
5.3919.H,O que o Fábio Assunção foi fazer nas Casas Bahia? Comprar inspirador de pó.,Trocadilho
5.3919.N,O que o Fábio Assunção foi fazer nas Casas Bahia? Comprar batedeira.,Não trocadilho
5.3708.H,Qual era o nome do programa que falava sobre um óculos com milhares de lentes? Armação Ilimitada.,Trocadilho
5.3708.N,Qual era o nome do programa que falava sobre um óculos com milhares de estilos? Armação Ilimitada.,Não trocadilho
5.3810.H,Qual lutador é uma figura? José Álbum.,Trocadilho
5.3810.N,Qual lutador é uma figura? José Aldo.,Não trocadilho
5.1817.H,Em que colocação ficou outro ser das trevas? Second Drácula,Trocadilho
5.1817.N,Qual a comida que quer ser japonesa? O yakissoba.,Não trocadilho
5.963.H,Qual chocolate tem gosto de cerveja? Sonho Devassa.,Trocadilho
5.963.N,Qual chocolate tem gosto de cerveja? Belga.,Não trocadilho
5.3640.H,Qual é o movimento corporal favorito do Gato Guerreiro? Ex-Pacato.,Trocadilho
5.3640.N,Qual é o movimento corporal favorito do Gato Guerreiro? Flexão.,Não trocadilho
5.1352.H,Qual é a doença preferida dos pastores? Salmo nela.,Trocadilho
5.1352.N,Qual é a doença preferida dos pastores?.,Não trocadilho
5.484.H,Em qual país que todo mundo mente? Em Gana.,Trocadilho
5.484.N,Em qual país que todo mundo mente? Em Portugal.,Não trocadilho
5.739.H,Como o cara sabe em qual dia a mulher dele vai dar pra outro cara?  Através do cornograma!,Trocadilho
5.739.N,Como o cara sabe em qual dia a mulher dele vai dar pra outro cara? Através do calendário!,Não trocadilho
5.3898.H,Por que as fitas de videocassete se popularizaram tão rápido? Porque fez a população se VCR.,Trocadilho
5.3898.N,Por que as fitas de videocassete se popularizaram tão rápido? Porque fez a população se gravar.,Não trocadilho
5.1884.H,Qual é o cantor favorito da Ludmila? Funk Aguiar ,Trocadilho
5.1884.N,Como se referiam a Jesus quando ele ficava bravo? Zangado.,Não trocadilho
5.2172.H,Qual a promoção de quadros que uma pintora famosa faz na última sexta-feira de novembro? Black Frida ,Trocadilho
5.2172.N,Qual a promoção de quadros que uma pintora famosa faz na última sexta-feira de novembro? Ofertas,Não trocadilho
5.1287.H,Qual cantor gosta de chocolate? Kit-Kat Stevens.,Trocadilho
5.1287.N,Qual cantor gosta de chocolate? Frank Sinatra.,Não trocadilho
5.3008.H,O que o cara gripado faz quando está perto de um grupo de mulheres? Contamina.,Trocadilho
5.3008.N,O que o cara gripado faz quando está perto de um grupo de doutoras? Contamina.,Não trocadilho
5.1403.H,Por que o próximo técnico da seleção ficará contra a parede? Porque ele é Pós-Tite.,Trocadilho
5.1403.N,Por que o próximo técnico da seleção jogara contra a parede? Porque ele é Pós-Tite.,Não trocadilho
5.2599.H,"O que o pregador de roupa falou pro moço da lavanderia? Ele disse que só quer varau, só quer varau, varau, varau, varau.",Trocadilho
5.2599.N,"O que o funkeiro falou pro moço da platéia? Ele disse que só quer vrau, só quer vrau, vrau, vrau, vrau.",Não trocadilho
5.120.H,Qual é o lugar do mundo cujas pessoas são viciadas em academia? Só malha.,Trocadilho
5.120.N,Qual é o lugar do mundo cujas pessoas são viciadas em academia? Japão.,Não trocadilho
5.454.H,Por que a criança vivia no quarto sem poder falar nada? Porque foi criado mudo.,Trocadilho
5.454.N,Por que a criança vivia no quarto sem poder falar nada? Porque foi maltratado.,Não trocadilho
5.1155.H,Qual grupo de pagode preferido dos japoneses? Sorriso Naruto.,Trocadilho
5.1155.N,Qual grupo de pagode preferido dos japoneses? Sorriso Maroto.,Não trocadilho
5.3741.H,Qual comentarista esportivo se gaba da reforma em seu domicílio? Vaiter Casagrande.,Trocadilho
5.3741.N,Qual comentarista esportivo se gaba da reforma em seu domicílio? Galvão Bueno.,Não trocadilho
5.2007.H,Por que o atirador jogou fora todos os seus planos depois de atirar num careca? Porque ele shootou o bald! ,Trocadilho
5.2007.N,Por que o atirador jogou fora todos os seus planos depois de atirar num careca? Porque ele errou os tiros!,Não trocadilho
5.1035.H,Qual animal usa calça de cintura baixa? A SAINT-TROPEIA,Trocadilho
5.1035.N,Qual animal usa calça de cintura baixa? A capivara,Não trocadilho
5.1643.H,Qual é a série que se passa no norte do país? Fresh Prince of Belém.,Trocadilho
5.1643.N,Qual é a série que se passa no norte do país? 3%.,Não trocadilho
5.3914.H,Qual banda de pagode que só toca no sertão? Caatinga Ele.,Trocadilho
5.3914.N,Qual banda de pagode que só toca no sertão? Só Pra Contrariar.,Não trocadilho
5.2952.H,Qual é o nome do programa que o Sílvio Santos passou a fazer no mar? Roda a Roda Jetski. ,Trocadilho
5.2952.N,Qual é o nome do programa que o Sílvio Santos passou a fazer no parque? Roda a Roda Jetski.,Não trocadilho
5.210.H,"A funkeira ficou 1 mês com monges. O que ela falou quando saiu? ""Que retiro foi esse?""",Trocadilho
5.210.N,"A funkeira ficou 1 mês com monges . O que ela falou quando saiu? "" Que evento foi esse? """,Não trocadilho
5.3704.H,Onde o Sílvio conseguiu comprar novelas tão ruins? Na porta da espelunca!,Trocadilho
5.3704.N,Onde o Sílvio conseguiu comprar novelas tão ruins? Na porta da Globo!,Não trocadilho
5.2973.H,Qual personagem de conto de fadas é uma divindade na Espanha? El Mágico Dios,Trocadilho
5.2973.N,Qual personagem de conto de fadas é uma divindade na Espanha? El Gato con Botas,Não trocadilho
5.3361.H,Qual a cidade europeia que mais tem show de humor? Pa rir.,Trocadilho
5.3361.N,Qual a cidade europeia que mais tem show de humor? Berlim.,Não trocadilho
5.2059.H,Qual é o vírus baixa renda? Corote vírus ,Trocadilho
5.2059.N,Qual é o vírus baixa renda? Corona vírus,Não trocadilho
5.142.H,Por que os redatores de Star Wars e filmes do gênero não podem enlouquecer? Porque são filmes de Fique São.,Trocadilho
5.142.N,Por que os redatores de Star Wars e filmes do gênero não podem enlouquecer? Porque são filmes de terror.,Não trocadilho
5.2357.H,Qual campeão da UEFA fica feliz mesmo quando perde? Bem Fica.,Trocadilho
5.2357.N,Qual campeão da UEFA fica feliz mesmo quando perde? Barcelona.,Não trocadilho
5.1735.H,Qual esporte radical os carecas mais praticam? Parapente.,Trocadilho
5.1735.N,Qual é o nome da família que é o resultado de uma noite de amor entre pessoas mórbidas? Familia Addams.,Não trocadilho
5.2776.H,Qual jogo obriga escolher entre ir ao Nordeste ou ser eletrocutado? Bahia ou choque.,Trocadilho
5.2776.N,Qual jogo obriga escolher entre ir ao Nordeste ou ser eletrocutado? Bayonetta.,Não trocadilho
5.1036.H,Qual a cantora que já foi inseto mas esqueceu disso lá em Minas Gerais e a amiga teve q dar um cutucão e falar? A BEE OCÊ,Trocadilho
5.1036.N,Qual a cantora que já foi inseto mas esqueceu disso lá em Minas Gerais e a amiga teve q dar um cutucão e falar? A Pitty,Não trocadilho
5.3646.H,"Qual a banda do pai caipira que reclama dos passos de dança do filho? Se mexe mal, fi...  ",Trocadilho
5.3646.N,"Qual a escola do pai caipira que reclama dos passos de dança do filho? Se mexe mal, fi ...",Não trocadilho
5.598.H,Qual cantor na verdade é uma lésbica? Wesley Sapatão.,Trocadilho
5.598.N,Qual cantor na verdade é uma lésbica? Wesley Safadão.,Não trocadilho
5.426.H,Qual criatura mitológica criou um calendário só com 11 signos? Menostouro.,Trocadilho
5.426.N,Qual criatura mitológica criou um calendário só com 11 signos? Humano.,Não trocadilho
5.4017.H,Por que a vassoura ficava se exibindo no meio da estrada? Porque o rodo via.,Trocadilho
5.4017.N,Por que a vassoura ficava se exibindo no meio da casa? Porque o rodo assistia.,Não trocadilho
5.2965.H,Por que o Ciro Gomes fez implante? Problemas CaPillar.,Trocadilho
5.2965.N,Por que o Ciro Gomes fez implante? Ele estava careca.,Não trocadilho
5.2578.H,Qual o programa favorito dos gaúchos? The Noitchê.,Trocadilho
5.2578.N,Qual o programa favorito dos gaúchos? Faustão.,Não trocadilho
5.1381.H,Por que colocaram uma cama elástica no Polo Norte? Para o urso polar.,Trocadilho
5.1381.N,Por que colocaram uma cama elástica no Polo Norte? Para o urso brincar.,Não trocadilho
5.2559.H,Qual é o cantor que tá sempre na cena de um crime? Perito de Paula.,Trocadilho
5.2559.N,Qual é o cantor que tá sempre na cena de um crime? Benito de Paula.,Não trocadilho
5.1462.H,Qual o jogo preferido da galera de Stranger Things? Winning Eleven.,Trocadilho
5.1462.N,Qual o jogo preferido da galera de Stranger Things? FIFA.,Não trocadilho
5.2210.H,Qual é o filme dirigido por Jordan Peele e Sérgio Mallandro? CoRRÁ!,Trocadilho
5.2210.N,Qual é o filme dirigido por Jordan Peele e Sérgio Mallandro? ET!,Não trocadilho
5.753.H,Qual o melhor tipo de carro pra driblar o trânsito??? O Chevro-Olé.,Trocadilho
5.753.N,Qual o melhor tipo de carro pra driblar o trânsito??? O Renault.,Não trocadilho
5.1179.H,"Por que as montagens da internet tem q ser postadas imediatamente, não podem ficar esperando? Porque são memergência.",Trocadilho
5.1179.N,"Por que as montagens da internet tem q ser postadas imediatamente, não podem ficar esperando? Porque ficam ultrapassadas.",Não trocadilho
5.3133.H,O que aconteceu com o rapaz que não pagou a conta ? Ficou TrancaFiado.,Trocadilho
5.3133.N,O que aconteceu com o rapaz que não pagou a conta? Ficou devendo.,Não trocadilho
5.1627.H,Qual é a atriz mais dramática do mundo? A tristeza,Trocadilho
5.1627.N,Qual é a atriz menos dramática do mundo? A tristeza,Não trocadilho
5.1503.H,"O gaúcho não achava o seu carro no estacionamento. Qual o modelo do carro? Cadê, tche!",Trocadilho
5.1503.N,O gaúcho não achava o seu carro no estacionamento . Qual o modelo do carro? Miura!,Não trocadilho
5.2974.H,Qual banda que só usa tenis? Oasics.,Trocadilho
5.2974.N,Qual banda que sempre usa tenis? Oasics.,Não trocadilho
5.3400.H,Em qual série não gostam de uma banda de rock? Todo mundo odeia o Kiss.,Trocadilho
5.3400.N,Em qual série não gostam de uma banda de rock? Todo mundo odeia o Chris.,Não trocadilho
5.3771.H,Que tipo de fruta a Leia gosta de comer? Orgâna ica ,Trocadilho
5.3771.N,Que tipo de fruta a Leia gosta de comer? Melancia,Não trocadilho
